W,Kper9,IP,ERA,WHIP,Inducted
14,7.40,334.7,4.65,1.54,N
12,5.78,334.7,6.05,1.64,N
17,6.68,334.4,3.12,1.08,N
15,3.69,334.4,3.82,1.24,N
19,6.84,334.3,5.33,1.45,N
19,6.90,334.0,3.02,1.13,N
16,7.70,333.0,3.78,1.41,N
12,6.33,332.7,4.09,1.35,N
15,6.28,332.3,4.25,1.33,N
14,5.25,331.1,4.35,1.44,N
18,5.17,331.0,4.11,1.32,N
11,2.91,331.0,5.57,1.66,N
22,2.66,330.9,4.27,1.53,N
10,3.67,330.7,5.28,1.73,N
22,8.00,330.6,3.62,1.37,N
17,2.78,330.6,3.24,1.40,N
20,8.12,330.3,2.89,1.21,N
13,5.48,330.3,3.95,1.45,N
9,3.71,330.0,5.70,1.70,N
15,5.71,329.7,3.14,1.22,N
19,2.98,329.7,5.11,1.72,N
13,6.17,329.7,4.97,1.60,N
12,1.12,329.4,3.96,1.54,N
21,7.33,329.0,3.64,1.33,N
14,6.33,328.6,4.08,1.50,N
11,4.39,327.6,4.83,1.43,N
20,4.10,327.4,4.48,1.42,N
13,5.56,327.0,5.15,1.54,N
18,2.98,326.6,3.97,1.46,N
14,6.54,326.4,6.15,1.65,N
16,3.59,326.3,2.56,1.30,N
17,5.96,326.1,5.30,1.64,N
15,3.06,326.0,2.18,1.11,N
24,6.68,326.0,4.53,1.38,N
13,7.26,325.9,3.64,1.41,N
16,4.92,325.7,5.86,1.55,N
14,4.54,325.0,3.90,1.20,N
14,6.35,324.6,5.77,1.73,N
16,8.51,324.6,4.21,1.38,N
19,8.88,324.3,3.77,1.34,N
16,3.72,324.3,3.58,1.46,N
26,6.72,324.0,3.56,1.15,N
14,3.89,323.7,4.50,1.58,N
16,5.17,323.6,3.78,1.32,N
10,4.20,323.4,4.40,1.46,N
14,6.02,323.1,5.54,1.55,N
7,3.65,323.0,3.15,1.35,N
10,5.72,322.7,5.27,1.42,N
13,3.46,322.7,4.13,1.50,N
14,11.05,322.6,4.07,1.39,N
11,2.51,322.3,6.95,1.95,N
25,4.76,321.7,5.20,1.61,N
10,5.15,321.3,4.57,1.45,N
17,5.92,320.8,2.44,1.27,N
13,1.74,320.3,2.95,1.30,N
20,9.56,320.0,3.21,1.34,N
15,2.90,319.7,3.66,1.51,N
16,4.79,319.6,3.97,1.51,N
7,1.72,319.3,6.99,1.95,N
14,5.00,318.7,4.89,1.59,N
19,7.31,318.6,3.70,1.34,N
18,6.11,318.4,3.68,1.20,N
23,6.19,318.3,4.52,1.46,N
10,4.07,318.3,5.06,1.57,N
5,5.20,318.3,4.81,1.47,N
19,8.91,318.2,4.07,1.34,N
14,5.18,317.8,3.88,1.44,N
15,5.08,317.3,4.85,1.51,N
11,5.25,317.0,4.51,1.40,N
3,3.89,317.0,3.35,1.17,N
18,5.71,317.0,2.90,1.32,N
17,6.93,316.9,4.23,1.27,N
16,5.71,316.8,4.38,1.47,N
5,6.79,316.7,5.29,1.59,N
11,6.37,316.6,4.92,1.52,N
16,6.71,316.4,4.87,1.37,N
16,6.49,316.0,5.04,1.52,N
9,5.81,315.9,3.84,1.26,N
19,7.90,315.7,2.85,1.11,N
21,7.33,315.6,3.11,1.26,N
13,5.39,315.4,4.88,1.57,N
15,4.91,315.4,3.85,1.40,N
11,4.74,315.4,5.82,1.65,N
13,9.73,315.3,2.40,1.04,N
15,2.86,314.6,4.03,1.52,N
19,9.39,314.4,4.01,1.36,N
16,3.55,314.4,4.47,1.52,N
16,7.08,314.0,3.67,1.38,N
24,7.25,314.0,4.13,1.40,N
17,4.59,314.0,2.46,1.19,N
15,2.55,313.7,5.60,1.70,N
19,4.96,313.7,3.04,1.37,N
17,4.57,313.4,3.30,1.25,N
12,2.96,313.1,5.41,1.66,N
10,5.41,313.0,4.49,1.46,N
16,6.67,313.0,4.08,1.34,N
17,5.76,312.7,4.84,1.35,N
11,5.76,312.4,4.47,1.46,N
19,5.24,312.3,3.86,1.40,N
15,4.56,311.7,5.23,1.52,N
15,2.89,311.7,2.45,1.21,N
8,5.98,311.3,4.08,1.44,N
20,3.96,311.3,3.12,1.35,N
20,6.63,311.0,4.28,1.20,N
10,2.46,310.7,4.78,1.63,N
14,4.93,310.4,3.71,1.34,N
15,3.31,310.0,3.66,1.39,N
14,1.89,309.4,5.67,1.74,N
11,7.74,309.3,4.02,1.34,N
11,3.24,308.6,4.61,1.54,N
12,4.64,308.4,4.67,1.55,N
14,5.06,308.1,4.00,1.44,N
22,3.37,307.4,4.25,1.37,N
14,3.02,307.4,4.16,1.47,N
10,3.54,307.3,4.89,1.65,N
20,6.74,307.3,2.78,0.97,N
15,5.33,307.3,4.48,1.43,N
12,6.57,307.1,4.31,1.47,N
9,4.87,306.7,5.05,1.49,N
15,2.44,306.4,4.00,1.47,N
13,5.09,305.7,5.18,1.53,N
17,6.07,305.3,5.78,1.59,N
17,5.61,305.0,4.22,1.46,N
18,4.65,303.9,3.76,1.48,N
6,2.79,303.7,4.00,1.46,N
21,6.76,303.4,4.06,1.31,N
8,6.80,303.0,4.96,1.50,N
14,9.63,302.7,3.24,1.20,N
19,7.88,302.7,4.37,1.30,N
12,5.65,302.5,5.06,1.46,N
13,5.48,302.3,4.94,1.61,N
19,5.27,302.3,2.95,1.20,N
17,7.03,302.1,4.05,1.37,N
17,5.90,302.1,4.41,1.49,N
9,3.04,301.6,5.31,1.67,N
15,3.34,301.6,3.25,1.42,N
14,2.00,301.4,5.17,1.63,N
17,6.99,301.3,2.87,1.26,N
22,2.87,301.0,3.83,1.47,N
12,4.55,300.7,4.70,1.59,N
23,7.30,299.6,4.23,1.37,N
25,5.29,299.2,3.73,1.49,N
17,4.61,299.0,4.36,1.44,N
13,3.25,299.0,4.30,1.57,N
19,6.45,298.6,4.10,1.40,N
17,4.34,298.3,3.56,1.37,N
16,1.99,298.3,2.84,1.26,N
9,2.60,298.0,5.92,1.85,N
15,6.35,297.6,3.39,1.35,N
15,2.63,297.6,3.42,1.32,N
7,4.33,297.3,4.00,1.49,N
17,2.72,297.3,4.24,1.46,N
8,5.87,297.3,4.69,1.64,N
17,4.09,297.0,4.52,1.37,N
11,7.41,296.3,3.67,1.47,N
13,6.65,296.3,4.40,1.31,N
15,5.02,296.1,3.83,1.45,N
12,3.34,296.0,2.71,1.22,N
7,4.53,296.0,4.59,1.47,N
13,4.02,295.4,4.24,1.46,N
19,5.27,295.3,5.82,1.58,N
8,8.12,295.0,5.37,1.54,N
14,2.41,294.9,3.87,1.41,N
14,3.15,294.7,4.86,1.54,N
19,6.66,294.6,4.28,1.47,N
13,2.60,294.3,4.37,1.47,N
10,3.70,294.1,5.33,1.62,N
8,3.80,294.0,3.18,1.43,N
21,3.58,293.9,2.45,1.13,N
14,7.49,293.4,4.88,1.63,N
20,4.17,293.4,2.70,1.13,N
18,5.37,293.4,3.74,1.46,N
13,6.66,293.3,3.80,1.41,N
13,6.29,293.2,5.12,1.38,N
11,7.66,292.6,3.97,1.38,N
13,10.62,292.3,3.73,1.21,N
12,5.48,292.2,4.34,1.53,N
13,3.33,291.6,3.43,1.38,N
15,7.65,291.6,3.49,1.32,N
15,3.70,291.5,4.32,1.48,N
8,6.55,291.3,3.49,1.36,N
16,4.79,291.3,3.77,1.55,N
17,2.88,291.0,3.56,1.18,N
17,2.42,290.7,3.78,1.35,N
16,2.35,290.7,3.84,1.52,N
11,3.99,290.7,3.59,1.41,N
17,3.72,290.3,3.94,1.21,N
14,3.41,290.0,3.88,1.41,N
15,1.77,290.0,4.10,1.49,N
18,3.26,289.6,2.73,1.33,N
18,4.42,289.4,3.98,1.54,N
7,9.08,289.3,5.32,1.60,N
16,2.83,289.0,3.39,1.46,N
12,4.87,288.1,3.62,1.34,N
11,6.04,287.7,3.50,1.40,N
14,6.04,287.6,6.26,1.67,N
13,2.00,287.3,4.26,1.45,N
8,3.26,287.3,5.04,1.67,N
17,6.55,287.0,4.14,1.29,N
10,4.33,286.7,4.40,1.36,N
11,5.56,286.6,4.36,1.52,N
15,2.73,286.6,4.30,1.52,N
21,9.52,286.3,2.89,1.12,N
14,5.03,286.3,4.84,1.53,N
8,3.08,286.1,4.19,1.58,N
19,3.65,286.0,3.27,1.27,N
17,4.31,286.0,3.12,1.27,N
15,5.48,285.9,5.22,1.62,N
14,7.09,285.8,3.91,1.51,N
13,3.91,285.7,2.93,1.26,N
18,4.95,285.4,5.30,1.55,N
8,6.28,285.3,4.51,1.42,N
15,3.88,285.0,3.38,1.34,N
12,3.73,285.0,4.74,1.41,N
16,6.13,285.0,3.79,1.48,N
14,1.17,284.7,5.37,2.00,N
10,6.48,284.7,4.30,1.40,N
15,4.78,284.4,5.86,1.55,N
10,2.31,284.4,5.22,1.57,N
13,1.30,284.3,2.60,1.27,N
8,2.34,284.3,4.37,1.57,N
19,5.13,283.9,3.77,1.44,N
12,5.20,283.7,5.36,1.52,N
12,3.75,283.4,4.32,1.58,N
14,6.00,283.4,3.62,1.34,N
13,2.67,283.3,2.80,1.33,N
17,2.83,283.1,3.28,1.33,N
16,4.97,282.7,2.93,1.23,N
16,8.28,282.6,5.16,1.59,N
14,8.27,282.1,4.44,1.41,N
18,7.37,281.1,4.10,1.36,N
11,9.24,280.7,2.92,1.11,N
21,5.90,280.6,4.07,1.41,N
17,6.03,280.6,4.26,1.43,N
17,2.24,280.6,4.62,1.57,N
11,3.38,280.1,4.73,1.55,N
16,5.92,279.6,4.83,1.34,N
8,1.67,279.6,3.83,1.36,N
13,6.19,279.3,4.29,1.51,N
17,3.35,279.3,4.45,1.49,N
10,8.68,279.1,3.23,1.18,N
14,3.48,279.0,4.84,1.49,N
16,6.30,278.6,6.56,1.74,N
11,4.95,278.3,5.17,1.59,N
12,4.86,278.1,3.98,1.42,N
15,7.58,278.0,4.01,1.38,N
11,1.97,278.0,5.02,1.65,N
13,2.30,277.7,5.96,1.81,N
22,6.81,277.7,4.34,1.43,N
12,4.15,277.7,4.05,1.39,N
18,7.71,277.7,3.50,1.35,N
10,4.05,277.7,4.08,1.52,N
14,7.29,277.6,4.51,1.69,N
8,9.02,277.3,5.52,1.58,N
19,7.51,276.7,3.12,1.10,N
16,4.07,276.7,2.60,1.15,N
9,4.33,276.6,5.40,1.64,N
14,3.48,276.3,4.56,1.53,N
9,4.47,276.1,4.47,1.53,N
15,1.66,276.0,4.50,1.65,N
11,6.59,275.9,6.39,1.84,N
19,6.04,275.7,4.70,1.44,N
16,5.09,275.6,4.96,1.45,N
10,2.48,275.4,3.96,1.50,N
12,4.00,274.7,4.03,1.51,N
7,6.54,274.0,4.11,1.53,N
13,7.69,273.9,5.26,1.61,N
23,5.47,273.4,3.39,1.37,N
16,5.70,272.9,3.10,1.33,N
9,2.81,272.7,3.99,1.43,N
15,3.74,272.0,4.83,1.40,N
7,4.84,271.3,3.91,1.43,N
16,7.44,271.1,4.68,1.45,N
10,4.15,271.0,4.72,1.39,N
8,4.82,271.0,6.38,1.68,N
18,8.24,271.0,3.09,1.29,N
19,6.38,270.8,4.95,1.42,N
10,5.99,270.4,4.73,1.57,N
12,4.96,270.4,4.86,1.52,N
16,4.79,270.3,4.16,1.41,N
11,4.06,270.3,5.03,1.58,N
8,5.30,270.0,4.73,1.49,N
1,3.14,269.7,3.87,1.47,N
10,6.78,269.7,4.41,1.52,N
11,3.04,269.7,2.84,1.33,N
12,5.54,269.7,4.24,1.51,N
11,7.04,269.6,4.17,1.52,N
12,4.91,269.3,4.58,1.66,N
17,2.77,269.3,2.74,1.15,N
14,7.19,268.1,5.31,1.59,N
16,3.23,267.7,3.53,1.55,N
7,6.70,267.3,5.05,1.66,N
13,5.45,267.3,5.45,1.51,N
16,2.19,267.3,4.75,1.68,N
15,5.86,267.2,3.70,1.41,N
7,7.42,267.0,5.26,1.51,N
16,6.14,266.7,4.73,1.41,N
14,3.65,266.7,4.83,1.52,N
16,2.73,266.7,2.50,1.17,N
13,9.08,266.7,4.22,1.43,N
9,5.21,266.0,4.94,1.51,N
11,4.17,265.3,3.70,1.41,N
14,5.23,265.0,5.40,1.53,N
15,4.31,265.0,5.81,1.65,N
14,4.55,264.9,3.91,1.39,N
12,6.26,264.7,4.25,1.56,N
12,6.05,264.7,5.03,1.58,N
19,8.64,264.6,4.56,1.52,N
5,4.06,264.0,3.89,1.50,N
8,1.74,263.7,5.02,1.65,N
15,4.34,263.5,6.04,1.72,N
12,4.48,263.1,3.46,1.19,N
9,2.50,263.0,4.21,1.52,N
11,3.08,263.0,4.17,1.41,N
4,0.75,262.7,3.73,1.60,N
10,5.45,262.7,4.21,1.51,N
7,7.85,262.7,3.94,1.43,N
16,12.03,262.7,2.95,1.30,N
14,4.18,262.6,3.56,1.36,N
9,9.02,262.3,4.32,1.23,N
12,4.06,261.6,4.78,1.44,N
12,5.65,261.4,4.72,1.31,N
10,4.86,261.1,5.34,1.61,N
23,5.28,261.0,3.00,1.20,N
20,7.15,260.7,2.59,1.29,N
10,5.15,260.4,4.98,1.54,N
10,4.85,260.0,5.78,1.50,N
17,9.45,260.0,2.87,1.07,N
10,5.16,260.0,4.36,1.53,N
9,7.44,259.9,4.57,1.53,N
19,8.73,259.7,4.68,1.63,N
17,6.20,259.6,4.64,1.50,N
11,2.72,258.3,5.37,1.61,N
11,5.75,258.3,5.57,1.60,N
9,5.97,258.0,4.22,1.40,N
13,7.22,257.9,3.21,1.34,N
10,5.27,257.7,5.03,1.44,N
17,9.26,257.5,4.30,1.45,N
13,3.29,257.1,4.73,1.51,N
17,4.52,257.1,3.47,1.37,N
10,4.62,257.0,5.36,1.68,N
23,5.11,257.0,2.24,1.05,N
15,4.98,256.7,4.03,1.43,N
15,7.85,256.6,5.19,1.58,N
9,3.90,256.4,4.28,1.51,N
13,8.25,256.3,3.83,1.46,N
10,8.81,256.3,3.65,1.21,N
10,8.25,256.3,4.63,1.47,N
9,7.28,256.1,4.57,1.38,N
16,5.63,256.1,4.15,1.38,N
15,2.21,256.0,4.75,1.61,N
11,7.77,255.9,4.36,1.40,N
11,5.98,255.7,4.68,1.46,N
12,4.01,255.6,3.70,1.56,N
13,11.70,255.3,3.42,1.43,N
12,2.43,255.3,4.44,1.53,N
10,1.73,255.0,6.85,1.85,N
15,6.18,254.8,3.82,1.31,N
14,5.90,254.7,3.15,1.32,N
13,3.94,253.7,5.32,1.61,N
12,4.08,253.6,5.75,1.68,N
13,4.51,253.6,4.15,1.25,N
11,5.11,253.6,4.22,1.39,N
11,7.03,253.4,5.58,1.45,N
15,4.65,253.3,4.09,1.41,N
14,3.34,253.0,3.42,1.33,N
17,5.41,252.6,5.06,1.51,N
12,5.71,252.0,4.14,1.37,N
8,5.22,251.7,4.47,1.62,N
21,11.21,251.3,2.94,1.09,N
16,2.94,251.3,4.05,1.33,N
15,6.10,251.0,6.02,1.71,N
10,4.27,251.0,4.52,1.36,N
12,4.85,250.7,4.95,1.59,N
18,5.14,250.4,4.10,1.47,N
8,1.76,250.3,4.10,1.43,N
11,7.27,250.1,4.61,1.58,N
9,5.48,249.7,4.87,1.50,N
14,5.91,249.6,3.93,1.37,N
14,5.05,249.4,4.76,1.52,N
16,3.93,249.3,4.37,1.26,N
6,5.63,249.2,4.87,1.52,N
12,6.07,249.0,3.65,1.39,N
8,3.40,249.0,4.16,1.43,N
10,5.90,248.7,5.36,1.65,N
23,4.52,248.6,4.31,1.50,N
9,4.60,248.4,4.57,1.51,N
20,5.44,248.4,3.01,1.19,N
13,7.95,248.0,3.99,1.42,N
12,8.06,248.0,5.12,1.56,N
9,2.47,247.7,4.25,1.42,N
15,7.89,247.7,2.73,1.06,N
8,4.58,247.6,4.91,1.51,N
7,4.73,247.3,4.58,1.66,N
10,3.50,246.7,4.63,1.55,N
11,3.39,246.7,3.76,1.43,N
9,2.08,246.6,3.17,1.27,N
17,7.86,246.3,3.11,1.25,N
7,1.39,246.0,4.13,1.50,N
9,2.34,246.0,3.37,1.37,N
11,6.71,245.3,4.55,1.46,N
15,6.62,244.6,3.49,1.14,N
9,2.80,244.3,3.61,1.45,N
14,6.46,243.7,4.54,1.47,N
8,6.06,243.6,4.32,1.40,N
10,3.18,243.6,2.81,1.22,N
3,6.99,243.5,4.73,1.52,N
13,3.99,243.4,4.99,1.57,N
14,5.25,243.3,5.44,1.53,N
17,6.00,243.0,5.11,1.47,N
13,2.89,243.0,4.37,1.58,N
7,2.74,242.9,3.85,1.58,N
10,1.93,242.7,4.27,1.67,N
5,4.38,242.7,6.79,1.76,N
9,5.31,242.3,4.75,1.59,N
12,9.04,242.0,3.38,1.31,N
13,10.00,242.0,3.90,1.36,N
10,5.62,242.0,4.69,1.44,N
8,3.35,241.9,4.17,1.56,N
17,7.82,241.8,5.47,1.60,N
5,2.57,241.7,4.88,1.62,N
17,5.44,241.6,5.06,1.52,N
21,6.19,241.4,4.21,1.55,N
7,4.21,241.2,5.74,1.94,N
12,6.35,240.8,4.71,1.59,N
11,4.67,240.7,4.56,1.51,N
6,4.04,240.6,4.15,1.41,N
14,8.16,240.3,3.97,1.27,N
11,5.43,240.3,5.39,1.65,N
15,7.24,240.0,3.67,1.33,N
9,4.01,240.0,4.35,1.52,N
16,8.36,239.9,4.76,1.57,N
13,3.30,239.7,4.69,1.47,N
9,1.54,239.7,6.16,1.89,N
9,2.63,239.7,5.37,1.75,N
7,6.05,239.6,5.07,1.56,N
6,4.25,239.4,3.27,1.58,N
5,4.85,239.3,3.72,1.33,N
13,6.40,239.1,4.82,1.40,N
10,4.46,238.4,6.12,1.59,N
8,6.95,238.4,5.70,1.72,N
11,2.34,238.4,4.15,1.45,N
11,6.50,238.3,5.14,1.54,N
11,4.83,238.3,3.32,1.38,N
11,8.14,237.7,5.95,1.66,N
12,9.54,237.7,3.07,1.14,N
10,3.64,237.7,3.48,1.30,N
8,5.95,237.6,5.57,1.55,N
6,4.51,237.4,4.93,1.77,N
14,3.75,237.3,6.48,1.66,N
7,4.97,237.0,5.13,1.64,N
13,5.16,237.0,4.14,1.40,N
13,5.62,237.0,4.03,1.38,N
11,4.52,237.0,3.72,1.27,N
10,3.76,237.0,4.22,1.35,N
14,2.97,236.7,3.46,1.44,N
14,5.86,236.7,4.60,1.53,N
11,4.04,236.0,3.89,1.47,N
7,3.47,236.0,3.36,1.20,N
8,3.13,236.0,4.42,1.33,N
11,6.90,236.0,4.54,1.59,N
11,3.36,235.7,3.78,1.43,N
12,6.49,235.7,3.93,1.46,N
7,6.35,235.3,5.20,1.42,N
18,4.40,235.3,3.44,1.37,N
11,4.98,235.0,3.71,1.23,N
9,2.18,235.0,5.44,1.69,N
13,7.81,235.0,3.75,1.41,N
11,3.41,234.9,5.32,1.63,N
12,3.68,234.7,5.02,1.51,N
12,3.45,234.7,4.10,1.47,N
16,6.71,234.7,3.61,1.44,N
20,6.48,234.7,3.53,1.26,N
15,5.83,234.6,5.18,1.49,N
8,5.45,234.3,4.34,1.46,N
9,6.23,234.0,4.81,1.46,N
7,4.65,234.0,4.42,1.40,N
10,6.81,234.0,5.54,1.44,N
9,8.13,233.7,4.04,1.38,N
9,4.97,233.7,5.08,1.47,N
10,6.90,233.4,4.32,1.54,N
12,5.21,233.3,5.86,1.44,N
8,2.16,233.3,3.12,1.31,N
20,10.68,233.3,2.20,0.88,N
9,4.71,233.0,3.94,1.35,N
12,4.99,232.7,5.30,1.65,N
2,0.54,232.7,4.06,1.35,N
9,4.56,232.6,3.91,1.35,N
12,4.49,232.5,4.33,1.49,N
4,5.69,232.4,4.96,1.50,N
11,5.31,232.4,3.95,1.35,N
4,3.18,232.4,2.83,1.30,N
10,4.22,232.3,5.54,1.67,N
13,8.42,232.0,2.44,1.16,N
4,3.72,232.0,4.85,1.42,N
5,5.12,231.9,5.43,1.48,N
14,4.79,231.3,2.84,1.07,N
8,8.65,231.1,3.62,1.46,N
10,6.47,231.1,4.95,1.48,N
11,5.53,231.0,4.09,1.48,N
11,5.61,231.0,5.30,1.42,N
13,7.71,231.0,3.08,1.22,N
7,4.92,230.3,4.18,1.33,N
15,10.11,229.7,2.23,1.24,N
8,5.57,229.3,4.51,1.43,N
11,6.13,229.0,4.32,1.54,N
12,2.83,229.0,2.99,1.28,N
9,4.40,229.0,4.95,1.76,N
8,5.38,228.9,4.95,1.56,N
13,5.51,228.7,4.57,1.47,N
17,8.38,228.7,3.27,1.10,N
8,6.07,228.3,4.30,1.54,N
10,1.58,228.0,5.41,1.76,N
10,10.34,228.0,3.79,1.45,N
12,2.29,227.6,4.59,1.34,N
18,3.73,227.0,3.05,1.42,N
5,3.17,227.0,3.77,1.43,N
12,7.06,227.0,3.89,1.44,N
9,4.61,226.4,6.24,1.75,N
19,3.94,226.3,3.78,1.50,N
11,3.10,226.3,2.98,1.26,N
7,4.63,225.6,6.02,1.71,N
11,4.23,225.4,4.43,1.49,N
13,3.91,225.3,3.75,1.46,N
9,7.63,225.3,4.51,1.51,N
5,3.24,225.1,4.48,1.44,N
13,7.36,225.0,4.40,1.34,N
9,3.00,224.9,5.48,1.64,N
13,3.97,224.7,4.53,1.40,N
7,5.13,224.7,3.36,1.38,N
6,6.57,224.7,3.08,1.24,N
12,3.25,224.4,4.97,1.60,N
10,4.05,224.4,4.69,1.56,N
9,7.15,224.0,4.38,1.63,N
10,4.75,223.7,5.51,1.52,N
13,6.80,223.6,3.14,1.21,N
11,7.25,223.5,5.88,1.69,N
7,9.75,223.4,3.14,1.08,N
7,2.66,223.4,3.02,1.29,N
11,7.67,223.0,4.16,1.37,N
6,4.08,222.8,6.95,1.94,N
7,2.71,222.7,3.15,1.46,N
8,3.16,222.4,2.96,1.29,N
14,5.06,222.4,3.04,1.31,N
9,3.04,222.3,4.17,1.47,N
5,4.38,222.1,4.22,1.38,N
12,2.88,221.7,3.17,1.27,N
9,2.32,221.4,4.72,1.57,N
10,6.38,221.3,4.19,1.53,N
15,8.25,221.3,3.98,1.27,N
8,3.38,221.0,4.03,1.53,N
14,3.54,221.0,4.81,1.43,N
7,4.48,221.0,4.93,1.59,N
16,7.02,220.6,3.47,1.16,N
11,9.19,220.3,3.68,1.26,N
8,3.80,220.3,3.68,1.40,N
9,4.57,220.3,4.53,1.59,N
7,5.24,220.0,4.95,1.56,N
9,4.62,220.0,3.27,1.32,N
22,8.67,220.0,3.27,1.33,N
8,4.38,220.0,3.89,1.42,N
8,4.05,219.9,4.58,1.67,N
7,4.92,219.7,5.94,1.55,N
4,1.76,219.7,5.78,1.75,N
4,6.84,219.6,3.56,1.31,N
12,4.88,219.4,3.98,1.28,N
9,4.19,219.1,4.40,1.37,N
7,3.95,219.0,3.29,1.32,N
8,5.18,219.0,5.26,1.64,N
6,4.07,219.0,4.32,1.32,N
11,2.84,219.0,3.37,1.39,N
9,2.02,218.3,4.37,1.52,N
5,5.77,218.3,4.66,1.48,N
4,3.55,218.3,4.25,1.55,N
10,5.61,218.3,3.96,1.53,N
7,8.42,218.0,5.28,1.58,N
10,1.78,218.0,3.51,1.30,N
12,3.34,218.0,3.30,1.34,N
7,6.07,217.9,6.85,1.64,N
9,1.90,217.7,4.51,1.53,N
10,2.36,217.7,3.06,1.42,N
15,3.72,217.6,3.51,1.38,N
10,3.60,217.3,3.60,1.24,N
5,7.01,217.0,4.35,1.42,N
9,3.03,216.7,4.36,1.42,N
10,4.74,216.3,5.33,1.65,N
14,3.83,216.2,2.20,1.15,N
10,4.04,216.1,5.46,1.49,N
5,3.50,216.0,3.67,1.44,N
14,6.33,216.0,3.75,1.27,N
9,3.55,215.7,4.76,1.56,N
15,4.93,215.4,4.30,1.22,N
10,2.76,215.3,5.02,1.59,N
12,3.05,215.3,4.51,1.56,N
12,6.36,215.1,5.65,1.59,N
8,2.89,214.7,5.16,1.52,N
14,9.73,214.7,4.82,1.51,N
16,6.29,214.6,4.74,1.48,N
8,5.29,214.3,4.28,1.34,N
6,3.53,214.0,4.25,1.58,N
12,6.07,213.7,4.34,1.30,N
6,5.18,213.6,5.90,2.06,N
10,1.90,213.4,4.51,1.56,N
8,4.82,213.1,3.25,1.31,N
8,2.96,213.0,4.27,1.43,N
7,6.40,212.2,3.65,1.23,N
15,5.01,212.1,6.07,1.73,N
9,5.43,212.1,5.09,1.56,N
13,4.63,212.0,3.82,1.33,N
5,9.82,211.7,2.89,0.92,N
8,5.40,211.7,3.10,1.45,N
9,4.89,211.6,4.34,1.53,N
8,4.31,211.0,4.91,1.47,N
14,5.03,210.9,3.33,1.35,N
11,8.07,210.7,3.84,1.37,N
19,9.40,210.7,3.67,1.27,N
10,5.55,210.6,5.04,1.39,N
8,6.45,210.5,4.40,1.44,N
6,7.50,210.1,3.00,1.30,N
12,2.53,210.0,3.77,1.35,N
10,2.44,210.0,5.96,1.59,N
6,4.94,209.7,4.94,1.47,N
6,7.04,209.7,3.69,1.47,N
7,7.04,209.7,3.48,1.23,N
9,5.24,209.6,4.68,1.44,N
13,9.01,209.6,3.05,1.35,N
8,4.17,209.3,4.00,1.29,N
15,11.39,208.7,3.06,1.27,N
5,6.21,208.6,4.01,1.47,N
8,6.13,208.3,4.80,1.41,N
9,4.98,208.0,4.54,1.49,N
7,6.72,207.6,6.11,1.61,N
6,7.25,207.4,3.78,1.36,N
10,7.16,207.3,5.64,1.68,N
12,4.09,207.0,3.26,1.42,N
9,6.52,207.0,3.96,1.57,N
8,8.13,207.0,3.35,1.26,N
14,4.88,206.7,5.18,1.51,N
11,5.01,206.7,4.96,1.66,N
10,4.53,206.7,5.18,1.45,N
6,5.97,206.6,5.27,1.69,N
12,4.41,206.3,3.01,1.26,N
6,4.06,206.3,4.62,1.55,N
7,5.29,205.8,5.12,1.67,N
10,8.81,205.3,2.67,1.00,N
9,5.62,205.0,3.95,1.53,N
9,6.11,204.7,5.06,1.50,N
14,5.10,204.6,3.78,1.41,N
4,4.71,204.6,5.14,1.44,N
3,3.97,204.0,3.79,1.36,N
7,2.56,204.0,5.38,1.83,N
7,7.20,203.7,3.98,1.19,N
8,2.34,203.7,3.76,1.37,N
15,4.15,203.6,3.31,1.41,N
7,4.46,203.5,4.60,1.51,N
11,4.43,203.0,3.72,1.29,N
9,2.31,203.0,4.70,1.56,N
12,4.00,202.7,4.17,1.55,N
5,3.55,202.7,5.60,1.64,N
7,2.89,202.4,3.65,1.49,N
6,4.14,202.3,4.71,1.81,N
5,2.62,202.3,5.07,1.61,N
10,1.96,202.3,3.38,1.49,N
9,4.54,202.0,4.99,1.45,N
11,6.59,202.0,3.88,1.43,N
7,6.87,201.7,3.70,1.40,N
18,6.92,201.7,4.24,1.52,N
10,9.21,201.4,4.43,1.49,N
12,4.25,201.3,3.67,1.26,N
4,3.04,201.0,5.78,1.71,N
12,7.25,201.0,3.13,1.31,N
9,2.92,200.7,3.05,1.44,N
4,5.20,200.6,4.80,1.42,N
12,3.68,200.4,4.49,1.62,N
7,2.92,200.4,3.73,1.38,N
7,4.59,200.0,4.64,1.51,N
9,4.24,199.7,4.33,1.44,N
6,2.61,199.7,2.88,1.14,N
10,3.30,199.3,3.48,1.35,N
10,6.47,199.0,4.52,1.51,N
12,3.95,198.0,3.14,1.11,N
7,8.05,197.9,3.68,1.36,N
10,9.02,197.7,4.55,1.42,N
9,7.79,197.7,5.05,1.51,N
8,6.43,197.4,3.92,1.42,N
13,8.57,197.3,3.74,1.38,N
14,1.74,197.0,4.48,1.60,N
10,3.06,197.0,5.03,1.60,N
15,7.81,197.0,3.06,1.16,N
6,4.21,196.7,5.03,1.62,N
13,8.98,196.3,4.86,1.48,N
10,7.48,196.0,4.13,1.43,N
11,5.65,196.0,5.23,1.52,N
11,6.35,195.7,3.45,1.44,N
7,3.27,195.6,3.68,1.44,N
11,5.71,195.4,3.69,1.24,N
13,1.70,195.4,2.72,1.28,N
9,6.82,195.3,5.21,1.43,N
