W,Kper9,IP,ERA,WHIP,Inducted
48,8.27,872.8,4.36,1.39,N
47,2.82,872.7,5.08,1.60,N
49,6.51,870.7,3.63,1.26,N
49,5.11,870.5,5.14,1.46,N
51,7.15,869.3,4.17,1.46,N
48,7.59,869.0,3.75,1.35,N
46,7.59,868.6,3.27,1.24,N
34,4.47,865.4,4.30,1.53,N
52,6.10,864.7,3.94,1.40,N
46,5.34,863.7,4.52,1.46,N
52,4.78,863.3,3.97,1.33,N
43,5.97,863.0,3.69,1.31,N
56,4.96,863.0,2.56,1.09,N
60,3.97,862.9,2.62,1.18,N
39,4.67,862.7,4.20,1.40,N
39,5.89,861.9,4.05,1.34,N
49,4.66,861.9,4.05,1.47,N
50,2.63,861.0,3.73,1.43,N
49,4.16,861.0,3.94,1.38,N
39,5.20,860.6,4.59,1.53,N
36,4.76,859.9,4.56,1.45,N
43,7.62,859.4,3.39,1.30,N
56,2.24,859.4,4.17,1.47,N
43,5.84,858.7,4.47,1.42,N
42,5.68,858.5,4.45,1.42,N
55,8.78,858.3,3.36,1.38,N
39,7.31,856.7,3.94,1.28,N
36,8.15,856.5,4.52,1.37,N
44,3.56,855.7,3.41,1.42,N
61,8.49,855.7,3.53,1.32,N
49,4.93,855.7,3.01,1.30,N
45,4.22,854.7,2.49,1.18,N
39,2.81,854.3,4.15,1.49,N
38,4.73,853.7,4.12,1.38,N
46,3.59,853.0,3.74,1.43,N
52,8.41,852.8,3.27,1.22,N
47,2.73,851.7,5.37,1.73,N
44,1.85,850.4,4.16,1.47,N
42,6.58,850.0,4.78,1.44,N
34,1.56,849.7,5.49,1.73,N
34,3.97,848.3,3.79,1.42,N
34,5.78,848.1,3.54,1.24,N
44,5.74,847.3,4.31,1.42,N
44,5.14,847.2,3.56,1.42,N
58,7.10,844.6,3.34,1.27,N
36,2.71,844.2,3.37,1.39,N
23,2.39,842.6,4.68,1.52,N
58,3.14,842.3,2.36,1.22,N
41,4.31,842.0,2.60,1.17,N
47,5.97,841.5,4.94,1.52,N
38,1.87,841.4,5.84,1.80,N
34,3.28,841.2,3.35,1.29,N
54,8.63,841.0,4.42,1.38,N
36,5.37,840.7,4.26,1.40,N
42,7.30,840.1,3.62,1.33,N
53,9.06,840.1,4.40,1.35,N
41,4.54,839.3,4.22,1.44,N
40,3.44,837.8,3.69,1.38,N
43,5.56,835.7,4.71,1.43,N
45,3.58,834.5,3.83,1.38,N
55,6.82,834.1,3.45,1.39,N
36,3.92,833.7,4.42,1.39,N
38,6.59,833.3,3.38,1.28,N
44,7.16,832.2,3.99,1.42,N
45,3.39,831.4,4.34,1.38,N
55,5.49,831.4,3.54,1.33,N
42,5.75,829.7,4.35,1.31,N
40,5.07,828.3,3.61,1.34,N
46,4.14,827.6,4.35,1.50,N
40,4.36,826.9,4.54,1.51,N
44,3.51,826.7,4.76,1.51,N
46,2.49,825.4,2.69,1.23,N
45,6.09,824.8,3.65,1.42,N
47,8.69,824.7,3.38,1.37,N
38,4.82,824.6,5.07,1.47,N
48,7.29,824.3,3.25,1.32,N
46,4.11,823.1,4.63,1.55,N
40,4.90,822.7,4.44,1.35,N
37,6.04,822.4,4.95,1.49,N
34,4.02,822.0,3.85,1.44,N
41,4.80,822.0,3.88,1.48,N
42,2.88,821.9,3.96,1.38,N
44,3.71,820.4,4.17,1.36,N
42,6.15,820.3,4.95,1.50,N
35,2.55,819.9,4.16,1.39,N
39,7.07,819.9,4.17,1.39,N
40,6.89,819.5,4.15,1.46,N
43,4.27,818.7,4.85,1.47,N
49,3.73,818.6,4.11,1.36,N
38,3.72,817.4,4.32,1.34,N
62,3.95,816.7,2.85,1.31,N
26,0.31,816.7,4.38,1.61,N
37,4.77,814.3,3.86,1.47,N
45,3.07,814.3,3.13,1.40,N
53,2.61,811.4,3.84,1.39,N
47,5.10,809.9,3.41,1.38,N
43,5.78,809.4,3.94,1.43,N
51,2.15,809.4,3.37,1.31,N
53,6.09,809.2,2.67,1.21,N
43,4.78,808.2,4.05,1.40,N
40,5.61,807.7,3.79,1.34,N
52,9.27,804.7,3.88,1.30,N
34,4.03,804.4,4.69,1.53,N
71,9.00,804.4,3.85,1.53,N
38,7.16,803.6,4.80,1.55,N
36,7.15,801.6,4.01,1.42,N
45,5.22,800.0,3.93,1.25,N
48,5.32,799.9,3.63,1.34,N
50,4.23,799.6,3.17,1.22,N
35,4.11,799.4,4.13,1.40,N
53,6.82,799.3,3.67,1.40,N
50,2.91,798.1,2.79,1.20,N
46,4.30,797.7,4.52,1.44,N
45,4.33,797.4,4.11,1.45,N
40,2.43,797.3,3.88,1.41,N
59,5.23,797.2,4.30,1.35,N
34,3.31,797.0,4.35,1.51,N
40,5.42,797.0,5.19,1.53,N
39,4.38,795.7,4.38,1.41,N
37,7.60,795.6,4.48,1.41,N
34,2.53,795.4,3.72,1.36,N
39,1.88,795.0,5.33,1.71,N
51,6.99,794.0,4.09,1.39,N
51,9.51,794.0,2.87,1.11,N
39,5.98,793.4,5.28,1.42,N
53,7.39,793.3,3.32,1.40,N
44,4.11,792.3,3.19,1.19,N
52,2.14,791.8,4.76,1.49,N
52,5.43,790.8,3.35,1.33,N
57,5.91,790.0,3.53,1.45,N
41,9.81,789.6,2.67,1.09,N
48,5.14,789.0,3.62,1.45,N
34,5.28,788.8,4.33,1.48,N
45,2.96,788.3,3.96,1.56,N
45,7.46,787.8,3.84,1.25,N
35,3.18,787.3,4.13,1.56,N
50,4.42,787.3,3.72,1.28,N
49,3.02,787.1,3.44,1.32,N
41,8.21,786.8,3.33,1.08,N
40,5.83,786.7,4.58,1.43,N
61,8.30,786.3,3.16,1.17,N
43,4.39,786.2,4.28,1.57,N
40,6.95,786.0,5.45,1.52,N
43,5.14,785.7,3.52,1.24,N
27,5.16,785.3,4.87,1.66,N
48,9.51,784.8,3.41,1.35,N
45,5.72,784.0,4.61,1.34,N
40,8.73,783.7,4.28,1.31,N
52,3.53,783.7,3.66,1.36,N
42,4.71,783.7,4.01,1.42,N
41,3.05,783.7,4.21,1.46,N
53,5.87,783.1,3.87,1.31,N
39,4.67,782.8,3.79,1.35,N
44,6.99,781.7,4.03,1.48,N
43,5.24,781.4,3.65,1.35,N
34,5.22,780.6,6.03,1.54,N
54,7.94,780.4,4.96,1.50,N
35,2.08,780.4,4.60,1.51,N
34,6.93,779.7,4.56,1.61,N
34,4.33,778.9,4.11,1.45,N
40,10.93,778.7,3.13,1.22,N
41,2.81,775.5,4.54,1.51,N
39,8.03,774.1,4.59,1.34,N
41,2.51,773.3,3.46,1.34,N
41,2.84,773.3,4.71,1.48,N
39,2.31,772.7,3.45,1.34,N
44,5.72,772.7,4.72,1.48,N
39,9.10,772.5,4.58,1.45,N
37,4.95,771.3,3.65,1.20,N
40,3.55,771.2,3.90,1.48,N
38,6.20,771.0,5.39,1.40,N
48,5.71,770.6,4.31,1.52,N
50,4.61,769.7,4.44,1.46,N
32,6.84,768.3,4.45,1.44,N
43,6.39,768.0,5.59,1.62,N
38,7.55,768.0,3.30,1.16,N
35,2.79,765.7,2.84,1.27,N
61,4.12,765.2,4.26,1.36,N
48,9.46,765.0,2.93,1.13,N
48,6.40,764.7,4.83,1.43,N
30,5.61,764.7,4.17,1.38,N
40,4.16,764.4,3.23,1.37,N
50,6.30,764.3,4.07,1.40,N
49,5.55,764.1,3.53,1.39,N
39,3.51,762.0,3.70,1.32,N
33,5.85,761.7,4.71,1.53,N
38,2.51,761.3,2.80,1.30,N
36,5.72,761.2,4.33,1.41,N
38,4.83,760.4,3.84,1.53,N
61,5.25,759.6,3.61,1.37,N
54,4.64,757.7,4.30,1.36,N
32,5.31,757.3,4.62,1.36,N
49,6.18,755.6,3.69,1.36,N
43,4.48,755.0,4.46,1.39,N
34,6.45,754.1,3.93,1.45,N
42,6.41,753.7,3.96,1.31,N
31,3.77,753.7,3.93,1.30,N
44,5.72,753.4,4.75,1.51,N
45,5.52,753.2,5.35,1.63,N
29,4.71,752.8,5.23,1.44,N
43,4.89,751.7,3.18,1.19,N
30,4.18,751.6,3.29,1.33,N
29,2.00,751.3,4.65,1.48,N
39,4.52,751.0,4.07,1.38,N
53,5.98,750.6,3.62,1.32,N
39,5.46,750.3,5.28,1.58,N
43,2.88,750.2,3.26,1.19,N
42,2.43,748.4,4.11,1.44,N
37,3.93,747.0,4.36,1.44,N
47,7.20,746.6,4.05,1.39,N
47,4.87,746.1,3.28,1.28,N
42,3.92,745.2,4.14,1.33,N
29,4.31,745.0,4.63,1.63,N
28,2.85,744.7,3.31,1.38,N
37,3.45,744.0,4.45,1.56,N
49,4.94,743.1,3.72,1.48,N
47,6.37,743.0,4.58,1.47,N
29,1.95,742.6,4.93,1.60,N
33,4.09,742.3,4.16,1.49,N
33,1.93,740.6,6.10,1.82,N
38,7.35,739.2,3.90,1.47,N
40,7.12,739.2,4.63,1.51,N
40,7.59,737.3,3.98,1.29,N
28,5.20,736.7,4.76,1.50,N
36,2.15,736.3,3.85,1.49,N
39,3.64,735.3,3.67,1.34,N
44,6.96,735.0,4.41,1.44,N
31,6.05,734.7,4.64,1.48,N
59,8.80,734.7,3.65,1.33,N
45,4.36,734.5,4.19,1.40,N
38,3.80,734.4,4.28,1.39,N
42,5.27,734.0,3.89,1.37,N
34,4.32,733.0,4.85,1.58,N
57,6.55,732.6,3.21,1.31,N
32,7.94,731.4,4.64,1.56,N
38,3.09,731.3,3.47,1.35,N
45,4.79,731.2,4.95,1.38,N
56,3.67,730.7,3.12,1.35,N
37,4.54,730.0,3.06,1.36,N
41,7.18,729.6,3.95,1.42,N
35,3.35,728.9,4.28,1.47,N
41,5.33,728.0,3.87,1.33,N
39,5.36,727.6,4.81,1.42,N
31,2.54,727.1,3.12,1.35,N
35,7.95,726.7,4.21,1.55,N
30,4.79,725.4,4.27,1.40,N
56,7.65,724.7,3.80,1.40,N
38,4.61,724.7,4.09,1.31,N
38,6.70,724.5,3.99,1.54,N
31,3.38,723.7,4.18,1.42,N
44,7.62,723.6,4.76,1.37,N
47,5.08,723.2,3.66,1.38,N
37,6.57,723.1,4.85,1.48,N
64,6.83,721.9,3.10,1.29,N
32,3.85,721.7,2.94,1.21,N
33,3.08,721.4,3.69,1.40,N
46,6.20,720.9,3.66,1.30,N
44,5.69,720.8,4.13,1.38,N
43,6.19,720.7,4.92,1.49,N
38,10.96,720.6,2.70,1.18,N
37,6.05,720.4,4.27,1.32,N
45,5.58,720.4,3.71,1.33,N
30,2.92,718.7,2.72,1.19,N
31,2.71,718.4,4.10,1.54,N
28,6.21,718.4,4.52,1.49,N
36,4.22,718.0,4.00,1.41,N
38,4.05,718.0,4.15,1.34,N
42,3.32,717.7,3.75,1.56,N
31,6.51,716.7,3.86,1.47,N
40,6.25,716.0,3.44,1.27,N
31,5.56,715.6,4.41,1.44,N
45,9.98,715.1,2.98,1.21,N
42,5.37,714.0,4.54,1.50,N
46,3.26,713.9,4.01,1.43,N
25,4.77,713.6,3.92,1.47,N
36,3.46,713.3,4.10,1.42,N
50,8.09,712.7,4.36,1.46,N
33,4.28,712.4,5.60,1.69,N
33,5.49,711.6,4.24,1.39,N
45,5.51,710.3,4.31,1.42,N
46,4.54,710.0,4.73,1.44,N
36,5.81,710.0,4.17,1.52,N
42,5.74,709.0,5.47,1.59,N
35,9.92,708.7,3.17,1.11,N
47,5.40,708.6,4.79,1.44,N
49,5.36,708.0,2.67,1.15,N
31,3.64,707.0,3.72,1.39,N
45,6.74,706.2,4.64,1.52,N
12,0.45,705.0,4.98,1.74,N
33,1.85,704.7,3.74,1.41,N
49,2.04,704.7,4.02,1.49,N
39,1.70,704.6,4.90,1.70,N
48,7.10,704.0,3.69,1.40,N
30,4.64,704.0,3.62,1.45,N
39,5.55,704.0,3.85,1.43,N
41,5.22,703.7,4.05,1.39,N
27,3.03,703.3,3.90,1.35,N
53,2.32,702.0,4.12,1.44,N
43,5.82,701.9,3.60,1.34,N
29,4.93,701.7,3.89,1.39,N
44,3.14,701.6,4.13,1.45,N
42,3.05,701.3,2.53,1.15,N
43,8.12,700.8,4.48,1.42,N
26,2.60,700.1,3.60,1.40,N
38,4.26,700.0,3.15,1.26,N
40,6.58,699.9,4.55,1.39,N
35,6.62,699.8,3.83,1.35,N
49,5.71,699.4,2.72,1.21,N
37,2.43,699.0,3.53,1.36,N
36,4.57,698.7,4.56,1.41,N
24,0.43,698.7,4.84,1.70,N
29,3.84,698.0,3.34,1.35,N
33,3.82,697.7,4.37,1.49,N
34,3.13,697.6,4.32,1.49,N
44,10.51,697.2,3.45,1.21,N
39,3.09,697.1,4.22,1.48,N
46,8.15,697.0,3.18,1.24,N
47,4.32,696.3,3.83,1.35,N
31,4.10,695.6,3.30,1.37,N
35,5.68,695.3,4.87,1.44,N
33,7.16,695.3,5.14,1.47,N
36,4.68,694.8,4.18,1.45,N
32,2.96,694.3,2.73,1.31,N
48,3.34,694.3,3.08,1.19,N
36,8.00,694.1,3.44,1.32,N
50,8.15,693.8,3.09,1.23,N
52,9.67,693.7,3.13,1.19,N
48,2.31,693.6,2.96,1.26,N
28,6.59,692.4,3.48,1.32,N
48,5.00,691.7,4.55,1.42,N
40,3.83,691.7,3.97,1.39,N
27,3.85,691.6,3.49,1.40,N
45,8.59,691.4,3.65,1.56,N
41,2.53,691.0,3.15,1.31,N
43,6.16,690.9,3.91,1.44,N
51,2.66,690.9,3.70,1.40,N
46,5.18,689.6,3.86,1.34,N
36,4.19,689.4,3.77,1.30,N
40,3.67,689.4,4.05,1.53,N
38,5.67,688.9,3.94,1.38,N
40,3.97,688.3,2.95,1.25,N
29,1.32,688.3,4.64,1.62,N
40,4.16,688.2,4.65,1.48,N
31,2.89,688.0,3.92,1.46,N
27,6.02,687.6,4.78,1.50,N
42,7.07,687.3,3.47,1.38,N
47,4.13,686.7,3.26,1.35,N
29,4.99,685.9,4.47,1.57,N
34,5.52,685.9,5.71,1.52,N
30,2.56,685.7,5.08,1.61,N
32,4.31,685.7,4.62,1.32,N
36,3.71,685.6,3.22,1.38,N
41,8.17,685.2,4.15,1.28,N
37,6.75,684.4,4.34,1.40,N
46,7.84,684.0,3.76,1.24,N
43,5.22,683.2,4.00,1.37,N
34,6.50,682.3,3.51,1.38,N
34,8.34,681.6,4.86,1.39,N
38,2.26,681.0,3.08,1.20,N
45,4.11,680.7,3.13,1.28,N
35,7.69,679.9,4.25,1.42,N
44,8.65,679.8,4.52,1.48,N
39,4.65,679.7,4.95,1.49,N
41,3.01,679.3,4.56,1.48,N
31,4.22,678.3,3.68,1.36,N
37,3.76,677.0,3.11,1.31,N
37,5.21,676.7,3.71,1.38,N
33,3.39,676.7,5.25,1.54,N
37,3.14,676.6,4.02,1.43,N
42,3.06,676.3,4.86,1.56,N
23,3.65,676.0,2.98,1.26,N
35,5.98,675.7,4.20,1.43,N
32,2.72,675.2,3.42,1.35,N
35,7.84,674.9,4.11,1.25,N
44,3.44,674.3,4.08,1.49,N
40,3.27,674.0,3.47,1.31,N
42,3.42,674.0,4.19,1.48,N
30,2.51,673.6,4.53,1.53,N
28,3.26,673.6,3.49,1.34,N
32,4.26,673.4,3.76,1.36,N
40,7.88,672.1,3.46,1.38,N
40,7.54,671.0,3.90,1.32,N
31,3.58,670.7,3.07,1.33,N
38,4.19,670.3,4.87,1.45,N
34,6.89,670.1,3.55,1.33,N
43,4.03,669.7,4.50,1.53,N
29,5.52,669.0,3.01,1.26,N
50,8.20,668.4,4.52,1.42,N
27,3.92,668.3,5.00,1.69,N
28,4.70,667.7,4.08,1.48,N
32,6.26,667.5,4.94,1.40,N
37,5.18,667.4,5.08,1.42,N
35,8.37,667.0,3.68,1.31,N
34,7.58,667.0,3.82,1.27,N
32,9.17,666.8,3.28,1.26,N
35,3.43,666.0,3.80,1.46,N
34,7.31,665.7,4.19,1.43,N
29,3.83,665.4,4.69,1.45,N
28,6.44,665.3,4.10,1.41,N
32,2.59,663.2,3.69,1.34,N
34,5.86,662.9,4.13,1.38,N
40,7.21,662.9,3.05,1.16,N
37,4.43,662.4,4.35,1.45,N
31,3.52,662.1,4.84,1.52,N
34,5.20,661.8,3.67,1.25,N
34,7.16,661.3,4.16,1.51,N
26,5.64,660.7,5.16,1.45,N
38,6.30,659.7,2.91,1.19,N
25,4.44,658.9,4.56,1.46,N
38,3.92,658.3,4.33,1.43,N
33,7.82,657.3,4.26,1.29,N
42,10.37,657.1,3.51,1.23,N
38,4.49,657.0,4.47,1.34,N
42,7.77,656.6,3.51,1.31,N
29,4.93,656.5,2.97,1.25,N
38,4.87,656.3,4.33,1.51,N
27,2.30,656.3,3.32,1.31,N
36,4.34,656.1,4.49,1.44,N
43,4.01,656.0,3.05,1.34,N
24,4.07,655.3,5.18,1.46,N
43,5.72,655.2,3.67,1.35,N
38,9.05,655.1,4.05,1.41,N
25,5.26,655.0,5.62,1.52,N
37,6.15,654.4,4.02,1.28,N
29,5.11,653.9,5.53,1.56,N
45,6.01,653.3,3.38,1.26,N
31,5.87,653.0,3.62,1.39,N
36,6.53,652.9,3.29,1.27,N
36,4.80,652.3,3.84,1.38,N
28,7.01,652.3,4.19,1.45,N
39,5.64,651.2,4.55,1.38,N
39,1.93,649.7,3.59,1.38,N
28,7.44,649.2,4.23,1.52,N
36,5.94,648.7,4.02,1.34,N
35,3.57,648.3,4.66,1.54,N
39,9.62,648.0,4.10,1.33,N
31,2.70,647.7,3.65,1.46,N
40,6.15,646.9,4.12,1.37,N
37,3.65,646.7,3.34,1.44,N
29,4.04,646.4,3.41,1.43,N
27,2.37,646.3,4.39,1.55,N
30,2.86,646.1,4.96,1.65,N
34,7.15,646.0,2.98,1.21,N
31,3.66,646.0,4.72,1.56,N
36,7.18,645.7,3.93,1.40,N
32,5.80,645.7,3.36,1.31,N
40,2.76,644.8,3.66,1.40,N
38,7.07,643.9,4.50,1.38,N
33,10.04,643.5,3.47,1.16,N
25,3.57,643.0,4.13,1.48,N
29,1.57,642.9,4.63,1.49,N
35,3.67,642.7,4.24,1.40,N
40,4.05,642.4,3.08,1.30,N
32,3.12,642.2,3.54,1.34,N
34,5.50,642.0,5.06,1.49,N
29,2.86,641.6,4.45,1.37,N
25,3.40,641.0,4.49,1.46,N
31,5.56,640.8,3.81,1.41,N
25,7.80,640.6,3.98,1.22,N
36,5.20,639.9,4.39,1.39,N
41,8.42,639.0,3.41,1.16,N
28,8.24,638.8,4.13,1.38,N
35,4.27,638.8,3.14,1.30,N
22,5.38,638.6,4.31,1.43,N
29,2.73,637.1,4.51,1.49,N
46,6.66,636.4,3.92,1.34,N
29,5.25,636.3,3.06,1.11,N
39,6.45,636.0,4.12,1.53,N
36,5.00,636.0,4.37,1.45,N
40,5.90,635.7,5.03,1.40,N
45,8.39,635.1,3.61,1.25,N
52,7.58,635.0,4.39,1.29,N
32,5.31,633.7,4.22,1.41,N
29,5.50,632.9,4.25,1.48,N
30,5.12,632.7,4.00,1.45,N
37,5.25,632.6,4.88,1.40,N
27,3.74,631.0,4.78,1.58,N
28,7.32,631.0,4.08,1.58,N
47,7.81,630.0,3.59,1.29,N
35,7.83,629.9,4.40,1.36,N
37,7.00,629.1,3.03,1.20,N
33,8.23,628.7,3.99,1.40,N
38,6.61,628.0,4.14,1.32,N
37,3.57,628.0,4.50,1.49,N
27,6.48,627.6,3.91,1.38,N
32,4.09,627.6,3.17,1.44,N
28,3.49,626.7,4.34,1.58,N
40,4.41,626.3,4.01,1.42,N
22,2.53,625.6,5.01,1.56,N
48,5.49,624.3,4.08,1.38,N
38,7.24,624.1,4.62,1.42,N
21,4.27,624.1,3.87,1.32,N
30,5.70,624.0,4.28,1.53,N
39,3.61,623.6,3.22,1.33,N
30,6.44,623.4,4.30,1.51,N
32,7.51,623.4,3.64,1.36,N
30,5.07,623.4,4.03,1.39,N
32,4.01,621.4,4.45,1.39,N
35,6.38,621.0,4.25,1.37,N
33,5.00,621.0,3.83,1.33,N
40,2.84,620.6,4.80,1.48,N
35,6.29,619.9,4.14,1.45,N
25,2.11,618.7,4.66,1.66,N
23,2.73,618.6,4.22,1.41,N
40,6.11,618.3,4.03,1.38,N
30,4.66,618.1,4.60,1.47,N
34,9.57,617.7,3.15,1.08,N
43,5.93,617.7,3.60,1.31,N
26,5.06,617.7,4.08,1.46,N
39,7.04,617.4,4.08,1.29,N
39,6.86,616.8,4.38,1.38,N
24,4.04,616.4,4.42,1.49,N
20,3.11,616.3,5.05,1.75,N
17,2.99,615.0,4.29,1.53,N
32,6.72,614.7,4.83,1.51,N
29,3.09,614.3,3.66,1.47,N
23,5.72,613.5,4.56,1.51,N
38,8.06,613.4,3.95,1.32,N
26,9.38,613.3,3.62,1.26,N
35,5.87,613.1,4.11,1.51,N
36,4.11,612.6,2.17,1.18,N
23,2.87,612.3,3.19,1.25,N
37,5.96,611.7,3.94,1.34,N
32,5.25,611.6,4.53,1.54,N
23,5.15,611.6,4.62,1.61,N
18,2.94,611.3,4.09,1.47,N
34,2.64,610.8,3.76,1.44,N
27,2.43,610.6,4.26,1.55,N
33,6.31,610.3,4.75,1.53,N
38,4.47,610.3,4.67,1.50,N
33,3.75,610.0,3.41,1.22,N
30,6.08,610.0,3.48,1.18,N
34,6.96,609.5,3.32,1.34,N
32,5.31,609.0,4.70,1.41,N
34,3.81,609.0,2.93,1.20,N
28,4.18,607.0,3.07,1.22,N
17,2.51,607.0,4.00,1.51,N
33,5.69,607.0,4.29,1.34,N
28,5.05,606.3,4.60,1.44,N
20,4.75,606.1,4.43,1.43,N
33,2.78,606.1,2.52,1.26,N
47,4.87,606.0,3.03,1.20,N
29,5.39,605.7,4.53,1.44,N
28,1.77,605.7,4.67,1.59,N
43,2.87,605.3,2.29,1.09,N
38,3.65,604.7,4.29,1.42,N
36,5.29,604.2,4.99,1.48,N
27,2.49,603.6,5.52,1.73,N
32,6.83,603.4,4.01,1.38,N
26,11.92,603.4,3.54,1.29,N
34,3.97,603.4,3.64,1.46,N
26,4.19,603.3,4.10,1.42,N
44,6.51,603.0,3.45,1.25,N
26,6.08,602.7,3.90,1.39,N
23,6.35,602.3,5.21,1.58,N
33,2.84,602.0,4.93,1.53,N
27,1.63,601.6,4.17,1.41,N
48,5.90,600.9,3.13,1.31,N
26,4.17,599.7,4.16,1.46,N
27,4.44,599.3,3.21,1.42,N
31,4.51,599.0,3.53,1.39,N
32,5.06,598.9,2.60,1.14,N
29,6.80,598.7,4.83,1.49,N
35,4.71,597.9,3.64,1.27,N
35,5.06,597.8,4.31,1.48,N
33,4.54,597.4,4.07,1.54,N
28,3.99,596.9,3.05,1.36,N
37,2.33,595.5,3.81,1.38,N
40,6.85,595.4,3.92,1.29,N
26,6.00,595.2,5.37,1.66,N
33,3.42,595.0,3.04,1.38,N
29,7.61,595.0,3.48,1.26,N
35,5.81,593.8,4.64,1.46,N
26,5.01,592.4,4.44,1.33,N
29,3.15,592.4,3.78,1.41,N
30,3.51,591.9,4.93,1.48,N
23,6.21,591.8,4.21,1.47,N
26,2.50,591.3,4.82,1.59,N
37,7.81,591.0,3.81,1.31,N
24,5.64,590.6,4.81,1.47,N
23,4.51,590.2,3.58,1.54,N
26,9.91,590.2,3.11,1.18,N
28,5.40,590.0,4.04,1.41,N
30,4.87,590.0,4.24,1.44,N
35,7.60,589.9,4.19,1.39,N
29,6.11,589.7,3.34,1.39,N
27,9.62,589.4,3.83,1.42,N
34,4.81,589.0,3.47,1.32,N
32,3.18,588.4,4.28,1.57,N
30,3.31,588.0,4.01,1.53,N
33,3.09,587.7,4.69,1.56,N
24,5.08,587.6,4.21,1.49,N
22,1.96,587.4,4.15,1.42,N
28,2.94,587.3,3.72,1.38,N
36,3.45,586.8,4.25,1.48,N
31,4.96,586.5,3.93,1.43,N
38,7.86,586.3,3.71,1.38,N
41,7.56,585.7,4.35,1.34,N
18,5.06,584.6,3.03,1.32,N
26,3.25,584.3,4.37,1.62,N
20,4.28,583.9,4.22,1.39,N
26,5.35,583.6,4.53,1.64,N
26,4.73,583.6,4.01,1.32,N
33,4.79,583.0,4.75,1.44,N
31,3.55,582.7,3.88,1.38,N
15,2.14,581.4,3.73,1.43,N
26,3.95,580.9,3.58,1.48,N
30,4.61,580.4,3.43,1.25,N
23,2.64,579.0,5.77,1.69,N
42,7.16,578.3,3.80,1.22,N
26,5.42,577.4,5.32,1.52,N
25,2.81,577.1,4.59,1.49,N
37,8.45,576.0,4.78,1.43,N
24,4.35,575.3,3.96,1.45,N
25,3.77,574.7,5.42,1.59,N
40,5.00,574.6,3.77,1.42,N
33,6.22,573.9,4.67,1.48,N
23,4.69,573.7,3.55,1.48,N
33,6.37,573.6,3.64,1.38,N
23,4.03,573.2,3.97,1.49,N
30,5.56,572.6,4.93,1.44,N
38,0.85,572.0,3.16,1.35,N
34,7.16,570.7,4.51,1.22,N
18,5.00,570.3,3.82,1.24,N
28,5.53,570.1,4.33,1.44,N
25,2.65,569.9,3.30,1.35,N
31,6.91,569.1,4.66,1.47,N
39,7.40,568.9,4.71,1.35,N
31,5.95,568.8,3.43,1.36,N
22,2.55,568.0,4.52,1.55,N
25,3.04,568.0,3.22,1.32,N
27,7.45,568.0,3.83,1.42,N
15,3.38,568.0,3.52,1.35,N
19,4.81,567.4,4.81,1.48,N
27,5.79,566.3,3.36,1.24,N
33,5.55,566.3,3.99,1.34,N
28,6.19,566.0,4.29,1.43,N
41,9.13,566.0,4.10,1.41,N
21,2.85,566.0,3.64,1.51,N
28,4.37,565.9,4.45,1.52,N
34,4.79,565.8,5.31,1.57,N
29,2.36,565.0,3.33,1.33,N
30,2.14,564.1,3.91,1.48,N
39,6.94,564.0,4.44,1.53,N
28,8.83,563.7,4.42,1.40,N
34,2.36,563.7,3.45,1.41,N
34,5.16,563.0,3.13,1.28,N
30,5.12,562.7,4.17,1.47,N
39,6.59,562.7,2.99,1.24,N
20,4.29,562.3,4.26,1.50,N
27,5.91,562.1,4.34,1.32,N
35,7.54,561.0,4.06,1.36,N
23,5.84,560.9,4.94,1.37,N
16,2.44,560.3,4.59,1.43,N
28,5.65,559.0,3.77,1.31,N
13,2.40,558.9,4.83,1.57,N
20,5.81,557.9,4.66,1.43,N
30,2.39,557.0,4.04,1.46,N
27,5.30,556.6,5.09,1.61,N
22,5.58,556.6,4.07,1.45,N
34,6.54,556.0,3.74,1.29,N
25,5.69,555.1,5.46,1.56,N
24,1.11,553.4,4.18,1.45,N
32,7.66,553.3,4.28,1.43,N
39,9.06,553.3,3.97,1.38,N
24,5.58,553.0,3.32,1.26,N
41,2.78,552.7,3.47,1.38,N
23,6.01,552.3,3.47,1.24,N
23,4.45,551.7,4.13,1.41,N
32,2.58,551.7,4.71,1.56,N
25,3.28,551.4,4.59,1.58,N
26,4.09,550.7,3.79,1.28,N
33,3.63,550.6,4.10,1.35,N
26,5.49,549.6,4.31,1.41,N
30,2.65,549.4,4.29,1.39,N
24,5.54,549.3,4.42,1.44,N
19,2.26,549.0,5.15,1.77,N
35,5.17,548.0,3.78,1.31,N
25,2.78,547.7,4.40,1.41,N
24,4.28,546.8,4.76,1.50,N
30,6.08,546.6,4.23,1.39,N
35,8.10,546.6,4.33,1.34,N
40,4.12,546.3,4.30,1.52,N
31,3.34,546.3,3.33,1.30,N
30,4.29,546.0,3.87,1.33,N
32,9.12,545.8,3.30,1.24,N
22,3.05,545.7,3.23,1.33,N
21,4.14,545.3,4.19,1.35,N
31,5.54,544.3,5.42,1.64,N
40,6.76,544.3,4.08,1.29,N
31,5.99,544.2,3.87,1.35,N
31,3.71,544.0,4.19,1.46,N
32,4.51,543.2,3.73,1.42,N
32,5.68,542.3,4.36,1.42,N
36,7.02,542.3,4.17,1.50,N
27,2.04,542.1,3.87,1.41,N
26,5.75,542.1,4.78,1.41,N
26,2.16,542.0,3.49,1.41,N
